id,msno,is_churn,city,bd,gender,registered_via,registration_init_time,A_0days,B_7days,C_30days_month,D_30days_acount,E_90days,F_90days_discount,G_100days_card,H_120days_season,I_halfyear,J_180days_discount,K_200days_card,L_360days_year,M_395days,N_410days_discount,O_450days,last_last_churn,last_auto_renew,is_discount,amount_per_day,longtime_user,sum_25,sum_50,sum_75,sum_985,sum_100,sum_unq,sum_secs,timeperiod,sum_25_avg,sum_50_avg,sum_75_avg,sum_985_avg,sum_100_avg
Group_Above26,+4UpTYChukM8N5pbceyyLsrE39+XIo+qIksKDAwtYz0=,1,9.0,28.0,1.0,3.0,2012-08-19,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,1.0,14.0,4.836510722427324,1.0,664.0,198.0,132.0,131.0,7070.0,7322.0,1810237.0,730.0,0.9095890410958904,0.2712328767123288,0.1808219178082192,0.17945205479452056,9.684931506849317
Group_Above26,+5CqE+CudZpsKC9maQ3aIiQpDk2zqK6Qf3WXJK04YhA=,0,13.0,27.0,0.0,3.0,2013-06-22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,22.0,4.943778801843318,1.0,4602.0,800.0,533.0,585.0,19143.0,20050.0,5244945.0,775.0,5.938064516129033,1.032258064516129,0.687741935483871,0.7548387096774194,24.70064516129032
Group_Above26,+5xnVRXzjQvdRUGWTvaqeuBuQl0qnSsIx6brYlVLg7g=,0,22.0,28.0,0.0,3.0,2015-08-17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,15.0,4.966666666666668,1.0,2817.0,485.0,183.0,204.0,3315.0,5697.0,935641.0,529.0,5.325141776937619,0.9168241965973536,0.3459357277882797,0.3856332703213611,6.266540642722116
Group_Above26,+6BehiJV2/Ow8ri7+0VbqqrRpODNl8ZcbotX87whDmQ=,0,5.0,44.0,-1.0,3.0,2014-02-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,6.0,4.966666666666668,0.0,285.0,89.0,73.0,135.0,3329.0,603.0,895731.0,763.0,0.3735255570117955,0.11664482306684144,0.09567496723460027,0.17693315858453473,4.363040629095675
Group_Above26,+6KtYcT2HJBm/n5903PV2dad59aApZnyz5XDBhORncc=,0,5.0,44.0,1.0,3.0,2013-01-28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,28.0,4.9749615975422445,1.0,790.0,397.0,223.0,133.0,2249.0,3049.0,635376.0,738.0,1.070460704607046,0.537940379403794,0.3021680216802168,0.1802168021680217,3.0474254742547418
Group_Above26,+6NnJfAMD/Q40PuEVAywYC+BST1XA8hyxgw7ud2MqfU=,1,5.0,46.0,0.0,3.0,2016-02-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,13.0,5.8461538461538485,0.0,146.0,72.0,52.0,36.0,2257.0,2318.0,571461.0,367.0,0.3978201634877384,0.19618528610354224,0.14168937329700276,0.09809264305177112,6.1498637602179835
Group_Above26,+6TsNSFSgFivR1rGV8I4lUkwnf0kl6xaHr+6Xt/BYNU=,0,13.0,32.0,0.0,3.0,2012-09-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,28.0,4.942931103146158,1.0,568.0,126.0,67.0,51.0,848.0,1477.0,238006.0,769.0,0.7386215864759428,0.16384915474642392,0.08712613784135241,0.06631989596879062,1.1027308192457737
Group_Above26,+6ZcoKiVH4HBGCKpTkSB3ct3+ftACZo2AjaREhORVYs=,1,13.0,43.0,0.0,3.0,2014-03-11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,8.0,5.4692307692307685,1.0,1678.0,672.0,531.0,459.0,11918.0,10957.0,2946873.0,789.0,2.1267427122940434,0.8517110266159695,0.6730038022813688,0.5817490494296578,15.105196451204055
Group_Above26,+6zBZRON53LIZ2F5F/+Py73n/rjJVBiBoHAwSZnftmA=,1,1.0,43.0,0.0,3.0,2015-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,7.0,6.0,0.0,83.0,19.0,12.0,13.0,382.0,392.0,96830.0,65.0,1.2769230769230768,0.2923076923076923,0.18461538461538465,0.2,5.876923076923077
Group_Above26,+72OipbR7mbz32TDk7lplUR98ApK5TJZImu42rLveds=,1,13.0,27.0,0.0,3.0,2015-04-21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,2.0,4.5846153846153825,0.0,208.0,12.0,5.0,7.0,284.0,467.0,80081.0,309.0,0.6731391585760518,0.03883495145631068,0.016181229773462782,0.022653721682847898,0.9190938511326858
Group_Above26,+77Hgaf7pE1OWjWcj5DkQG+0mJHdVglyok1mOf5ZKwU=,1,21.0,34.0,0.0,3.0,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,11.0,6.0,0.0,390.0,143.0,125.0,107.0,2594.0,2750.0,737247.0,247.0,1.5789473684210529,0.5789473684210527,0.5060728744939271,0.4331983805668016,10.502024291497976
Group_Above26,+7Hz2KcTm6JyqsONGxJdE6dRR8py84x0Kuok7Qdmy4M=,1,4.0,60.0,1.0,3.0,2013-01-28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,5.0,2.9777777777777783,1.0,1399.0,498.0,302.0,223.0,6407.0,5735.0,1688756.0,764.0,1.831151832460733,0.6518324607329843,0.3952879581151833,0.2918848167539267,8.386125654450261
Group_Above26,+7zsRC7ni8HOx8rRF7bVV6jF6rsCPwQFNYl6a65RprU=,0,22.0,26.0,0.0,3.0,2013-05-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,10.0,4.966666666666668,0.0,4246.0,909.0,437.0,415.0,4732.0,8513.0,1436571.0,594.0,7.148148148148147,1.5303030303030305,0.7356902356902357,0.6986531986531986,7.9663299663299645
Group_Above26,+8KxThVw0nnumJ3xWMBSkYD3Vg7dkoEdsroKYt2beAM=,1,6.0,30.0,1.0,3.0,2012-12-16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,11.0,1.3535353535353536,1.0,1235.0,281.0,179.0,159.0,8501.0,9309.0,2282450.0,753.0,1.6401062416998673,0.3731739707835325,0.2377158034528553,0.21115537848605576,11.289508632138116
Group_Above26,+8X5YkH7kKpGh9nxZbhqAC9RNO6sNDa8iphKS0PclOE=,1,13.0,26.0,1.0,3.0,2012-04-23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,11.0,5.248484848484849,0.0,989.0,444.0,261.0,206.0,7581.0,7566.0,2044484.0,254.0,3.893700787401576,1.748031496062992,1.0275590551181102,0.8110236220472441,29.846456692913385
Group_Above26,+95HIwxiFwElAWlklTvubuumqmd77SVSxfoaqHG2xrk=,0,10.0,32.0,1.0,3.0,2013-11-25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,28.0,4.942931103146158,1.0,926.0,218.0,193.0,198.0,4318.0,4277.0,1158333.0,787.0,1.176620076238882,0.2770012706480305,0.2452350698856417,0.25158831003811943,5.486658195679797
Group_Above26,+95WZedLmXfqNrIAsEXTQU7+31vI3k+hZJbUJcLpkSg=,1,4.0,42.0,0.0,3.0,2016-07-07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,1.0,4.966666666666667,0.0,62.0,6.0,3.0,7.0,321.0,315.0,80103.0,4.0,15.5,1.5,0.75,1.75,80.25
Group_Above26,+B16WkSHZn9+cVKcV1FxggBcjBLk6x6Ef0+saWKD7Ks=,0,5.0,26.0,-1.0,3.0,2014-04-06,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,29.0,4.772119815668204,1.0,2044.0,776.0,725.0,1742.0,31113.0,24128.0,8308184.0,789.0,2.590621039290241,0.9835234474017744,0.9188846641318124,2.2078580481622305,39.433460076045634
Group_Above26,+BGMfvJejgyuj3YgwTIPRjzdb5XB6gNXaVG/ARM2wFY=,1,22.0,26.0,0.0,3.0,2016-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,13.0,6.0,0.0,125.0,22.0,28.0,13.0,708.0,679.0,186777.0,333.0,0.37537537537537535,0.06606606606606606,0.08408408408408409,0.03903903903903904,2.126126126126126
Group_Above26,+BP4vu5goacCryfuXqrJg/n38eBDeq6nnS5/ujBFZOo=,0,13.0,43.0,1.0,3.0,2013-04-27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,21.0,4.942634408602151,1.0,131.0,62.0,42.0,56.0,12814.0,7372.0,3725353.0,786.0,0.16666666666666666,0.07888040712468193,0.05343511450381679,0.07124681933842239,16.302798982188293
Group_Above26,+BiSKrwCAr3hUpZmAf8RFkeIhOlIcD072xHyxIa3NvQ=,1,13.0,34.0,1.0,3.0,2016-09-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.0,5.095833333333334,0.0,1845.0,327.0,227.0,159.0,2467.0,2832.0,748488.0,136.0,13.566176470588234,2.4044117647058822,1.6691176470588236,1.1691176470588236,18.139705882352946
Group_Above26,+Ccjb+NG6QqFLoiHqovnFfbDNApaDn49N9Ar9S6JCAA=,1,13.0,29.0,0.0,3.0,2013-01-30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,3.0,1.9851851851851847,0.0,78.0,35.0,29.0,23.0,2600.0,2069.0,612196.0,142.0,0.5492957746478874,0.24647887323943665,0.20422535211267606,0.1619718309859155,18.309859154929573
Group_Above26,+CokjYqjod8CnlxZPe6qJwLpRStHa03d1VBgq/iMkHU=,0,12.0,37.0,1.0,3.0,2016-01-16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,9.0,5.62051282051282,0.0,1184.0,297.0,165.0,119.0,7577.0,8258.0,1952100.0,372.0,3.1827956989247315,0.7983870967741935,0.4435483870967742,0.3198924731182796,20.368279569892472
Group_Above26,+CqRzbKtjphNjwtN1Zv7tJAD6/EvqRIAB9pURiAXVgo=,1,4.0,33.0,0.0,3.0,2013-05-31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,26.0,4.763316790736146,1.0,798.0,260.0,152.0,120.0,4870.0,3845.0,1335099.0,649.0,1.2295839753466873,0.4006163328197225,0.2342064714946071,0.18489984591679506,7.503852080123267
Group_Above26,+D4YNqVSXZ4O3yBwa8T5tYjEaD5S1209NWXzOwUQuQg=,0,4.0,29.0,0.0,3.0,2012-10-11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0,4.761111111111112,1.0,561.0,159.0,141.0,189.0,4664.0,5438.0,1249016.0,785.0,0.7146496815286624,0.20254777070063693,0.17961783439490445,0.2407643312101911,5.941401273885349
Group_Above26,+DaoHtswanfaToek5zprVWX+7nLsnSeL1BiUR2lGNbU=,0,22.0,29.0,0.0,3.0,2013-07-08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,27.0,4.942931103146158,1.0,1901.0,764.0,370.0,993.0,61491.0,42788.0,15564832.0,789.0,2.409378960709759,0.9683143219264893,0.4689480354879594,1.258555133079848,77.93536121673004
Group_Above26,+DaoRQm8NIP/GmUnXTNN/Hotz4xyDnVX8uIN9FNlfeU=,0,3.0,28.0,0.0,3.0,2012-12-17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,2.0,4.5846153846153825,0.0,1412.0,443.0,218.0,246.0,5971.0,6024.0,1618701.0,339.0,4.165191740412978,1.3067846607669618,0.6430678466076696,0.7256637168141593,17.613569321533927
Group_Above26,+DionkvTTyFIvJR/ixFq1WBSZg8w1Fy5o3gOsTM3lkY=,1,5.0,34.0,1.0,3.0,2015-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,10.0,6.0,1.0,181.0,46.0,49.0,48.0,771.0,827.0,222097.0,158.0,1.1455696202531649,0.2911392405063291,0.310126582278481,0.3037974683544304,4.879746835443038
Group_Above26,+EFrmx+iRbQDtAIj+1yIg7LE8w+SMgUL4vQXZ1PmHak=,1,6.0,27.0,1.0,3.0,2012-04-30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,12.0,4.9348290598290605,0.0,174.0,58.0,45.0,36.0,1891.0,1765.0,493611.0,660.0,0.2636363636363636,0.08787878787878788,0.06818181818181818,0.054545454545454536,2.8651515151515152
Group_Above26,+EbHQAGpI64KXHgaBv9ti8CICWDNipchHrEE01Z9Fgc=,0,5.0,35.0,1.0,3.0,2012-06-28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,27.0,4.9420181968569095,1.0,669.0,32.0,41.0,47.0,1174.0,1786.0,318802.0,575.0,1.1634782608695653,0.05565217391304348,0.07130434782608695,0.0817391304347826,2.0417391304347827
Group_Above26,+F+AYfP71+3v0M8UiWN9fwN/ADBKifyaJFCgaVu1/mw=,1,6.0,27.0,1.0,3.0,2015-01-30,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,24.0,4.966666666666668,0.0,1639.0,549.0,319.0,365.0,8861.0,9131.0,2311963.0,759.0,2.1594202898550723,0.7233201581027668,0.42028985507246375,0.4808959156785244,11.674571805006588
Group_Above26,+FU36orBVsBxWJbcF2megyyxOwM5t0WQHPJdEFuIyts=,0,13.0,28.0,1.0,3.0,2012-03-28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,25.0,4.968333333333335,0.0,2234.0,570.0,399.0,418.0,8742.0,9824.0,2324859.0,773.0,2.8900388098318235,0.7373868046571799,0.5161707632600259,0.5407503234152652,11.309184993531694
Group_Above26,+FY8oiUomhJgaFJ44hhilUKfr7A7KZQH5WgunPokhqg=,0,6.0,39.0,0.0,3.0,2015-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,16.0,4.966666666666668,0.0,81.0,69.0,23.0,15.0,512.0,525.0,155797.0,148.0,0.5472972972972973,0.4662162162162162,0.1554054054054054,0.10135135135135136,3.4594594594594597
Group_Above26,+G6+OUQy1pnqrUy1lLn7vcBW8i5p7BMOGQU1cqI5/Xk=,0,5.0,40.0,1.0,3.0,2016-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,7.0,6.0,0.0,146.0,38.0,33.0,21.0,1902.0,2004.0,481205.0,145.0,1.006896551724138,0.2620689655172414,0.2275862068965517,0.14482758620689656,13.117241379310345
Group_Above26,+GbqHghRAsYqjuE4abwsSVZgiB0lVyHXraPOjqdOF8Y=,1,13.0,32.0,0.0,3.0,2013-06-18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,5.0,3.5312441847884886,1.0,2010.0,330.0,241.0,396.0,52714.0,34706.0,13868116.0,772.0,2.6036269430051813,0.4274611398963731,0.3121761658031088,0.5129533678756477,68.28238341968913
Group_Above26,+H1BeyVNERhMj8RZTR3F95Psh20WfLlGO7Gmgh+ELlE=,0,5.0,26.0,0.0,3.0,2013-06-09,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,22.0,4.9361495135688696,0.0,6879.0,1284.0,776.0,719.0,12248.0,19091.0,3577154.0,766.0,8.98041775456919,1.6762402088772843,1.0130548302872062,0.9386422976501304,15.989556135770234
Group_Above26,+Ian3V6bP6zPyxAywS+68kPauJK5ZHfxt6Gc8rLEhMw=,1,4.0,29.0,1.0,3.0,2014-07-29,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,21.0,4.942634408602151,1.0,182.0,121.0,83.0,86.0,1990.0,1422.0,559502.0,512.0,0.35546875,0.236328125,0.162109375,0.16796875,3.88671875
Group_Above26,+IoKNtGdoQe+CD9XuZBmwGaFLmKFX0+x8G5wD4oY690=,1,22.0,26.0,1.0,3.0,2013-08-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,1.0,4.0,0.0,12.0,7.0,3.0,2.0,97.0,114.0,24687.0,710.0,0.016901408450704224,0.009859154929577466,0.004225352112676056,0.0028169014084507052,0.13661971830985914
Group_Above26,+J9gtvgX6X7V38+1lIQuDNowUglxrxQNLJfCQKvrlzQ=,0,5.0,29.0,0.0,3.0,2012-06-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,11.0,5.624242424242424,0.0,1211.0,232.0,117.0,105.0,4078.0,4887.0,1099894.0,412.0,2.9393203883495147,0.5631067961165048,0.28398058252427183,0.25485436893203883,9.898058252427184
Group_Above26,+JFN9kCoK8Dl3SiwaH6gk0zM8oQlKRusDEfYn6eUI5c=,0,15.0,31.0,0.0,3.0,2012-03-24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,29.0,4.944568038561366,1.0,1715.0,539.0,389.0,642.0,9536.0,10506.0,2728499.0,772.0,2.221502590673575,0.6981865284974094,0.5038860103626943,0.8316062176165803,12.352331606217616
Group_Above26,+JgmrXOZh87QgdLHjHTTdmHP/aMQE1WjcHoL9CqiN8Q=,0,5.0,30.0,1.0,3.0,2012-07-15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,21.0,4.942634408602151,1.0,396.0,108.0,102.0,61.0,4000.0,4367.0,1083369.0,772.0,0.5129533678756477,0.13989637305699482,0.13212435233160622,0.07901554404145078,5.181347150259066
Group_Above26,+K1sh7paKutsOTAVfNYNJZhah9xhogmhXjLqD/oFGT4=,0,9.0,35.0,1.0,3.0,2015-01-03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,12.0,5.863414634146341,1.0,138.0,42.0,30.0,37.0,8167.0,2929.0,2130853.0,769.0,0.17945383615084526,0.05461638491547464,0.03901170351105332,0.048114434330299084,10.620286085825748
Group_Above26,+KFkFzpykSq5hjHdXluMKvKQc6gqRpcAvZzlUsGfXUY=,0,15.0,26.0,1.0,3.0,2016-01-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,15.0,5.8,0.0,1158.0,417.0,376.0,307.0,4080.0,5331.0,1179922.0,381.0,3.0393700787401574,1.094488188976378,0.9868766404199476,0.8057742782152231,10.708661417322835
Group_Above26,+KLjzq59GdBFKjECVYrsL1TsbW99mZnT44e1JQ0hYtY=,1,1.0,30.0,0.0,3.0,2015-06-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,3.333333333333333,0.0,242.0,87.0,86.0,92.0,561.0,799.0,184194.0,28.0,8.642857142857142,3.1071428571428568,3.071428571428572,3.2857142857142856,20.035714285714285
Group_Above26,+KkfxlXxWfFXUAzllat9OS8w8ea0Z+ynbfpbAh149to=,0,13.0,31.0,0.0,3.0,2012-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,8.0,5.795121951219512,0.0,2735.0,766.0,432.0,391.0,11284.0,12399.0,3009454.0,776.0,3.5244845360824733,0.9871134020618556,0.5567010309278351,0.5038659793814433,14.541237113402062
Group_Above26,+LVYwlB60ubWHI9gASDMQtNkYrMPDAqSGPfA7UNgf40=,1,1.0,27.0,0.0,3.0,2014-10-02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,9.0,4.966666666666668,0.0,610.0,210.0,64.0,88.0,786.0,1515.0,260026.0,400.0,1.525,0.525,0.16,0.22,1.965
Group_Above26,+LfuDaku+uuYqRcSf9tzwuUNgmkHuDzpokdKWb81XB8=,1,22.0,27.0,1.0,3.0,2015-09-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,19.0,4.966666666666668,0.0,1439.0,462.0,218.0,111.0,3433.0,5342.0,972996.0,503.0,2.8608349900596424,0.9184890656063618,0.43339960238568587,0.220675944333996,6.825049701789265
Group_Above26,+M0PJ5ooatGqjcP17Fs5+wkmZsM8QOOPVtfV559M0l8=,0,5.0,40.0,0.0,3.0,2014-09-24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,21.0,5.433333333333335,0.0,1043.0,285.0,195.0,254.0,8186.0,7889.0,2179118.0,775.0,1.3458064516129031,0.36774193548387096,0.25161290322580643,0.32774193548387104,10.562580645161287
Group_Above26,+Mo+f3ggQ5LNbdcMx47OLEp34KOQyBo0PZos59B4N/0=,1,1.0,47.0,0.0,3.0,2016-06-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,4.0,4.991666666666667,0.0,208.0,82.0,51.0,56.0,1624.0,1843.0,421341.0,231.0,0.9004329004329005,0.3549783549783549,0.2207792207792208,0.2424242424242425,7.03030303030303
Group_Above26,+NXE4BJmis41Q4S537nSAjyoc64+JqYKh4af8KklNlY=,0,4.0,26.0,0.0,3.0,2013-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,12.0,5.75,0.0,144.0,35.0,18.0,18.0,1105.0,1182.0,281145.0,336.0,0.42857142857142855,0.10416666666666667,0.05357142857142857,0.05357142857142857,3.2886904761904763
Group_Above26,+NoUfwL4w5cLYKYtXVQoQxJFAAR+/0uxXTj8gRUGEP4=,0,13.0,29.0,1.0,3.0,2012-05-04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,11.0,4.966666666666668,0.0,457.0,106.0,71.0,39.0,1010.0,1453.0,296840.0,651.0,0.7019969278033794,0.16282642089093702,0.10906298003072196,0.059907834101382486,1.5514592933947773
Group_Above26,+NzZQFyy+jMSZT6qY2gvQFIy8SS3xT2G14wbG85fS4M=,1,14.0,33.0,1.0,3.0,2014-07-17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,6.0,3.30925925925926,1.0,1585.0,729.0,411.0,346.0,13814.0,14034.0,3586277.0,789.0,2.008871989860583,0.9239543726235742,0.5209125475285171,0.4385297845373891,17.508238276299114
Group_Above26,+OOx7kJwq+8/ldK9+V18cYr3HqfM3lsXsXT8crYbW2M=,0,5.0,27.0,0.0,3.0,2013-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.0,5.7142857142857135,0.0,226.0,73.0,42.0,57.0,2966.0,2181.0,776284.0,776.0,0.2912371134020619,0.0940721649484536,0.05412371134020619,0.07345360824742267,3.822164948453608
Group_Above26,+OoaWS9Wi+rLHccfY10VpV3A+QLhVTEFRMWCfenwUFE=,0,6.0,45.0,1.0,3.0,2017-01-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,2.0,4.966666666666667,0.0,101.0,23.0,8.0,8.0,104.0,187.0,34796.0,30.0,3.3666666666666667,0.7666666666666667,0.26666666666666666,0.26666666666666666,3.466666666666667
Group_Above26,+PGctD1S9BG1zx4P9xMcmIe7yhS5Zqmisehd4puQDIw=,1,22.0,28.0,1.0,3.0,2015-10-04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,0.0,1.0,4.360975609756099,0.0,702.0,138.0,77.0,67.0,8724.0,7973.0,2045794.0,375.0,1.872,0.368,0.2053333333333333,0.17866666666666667,23.264
